product_name,actual_price,discount_percentage,brand,rating,rating_count,subcategory,category,category_median_price,brand_avg_price,brand_product_count,manufacturing_cost,brand_tier,product_type,quality_tier,price_to_cost_ratio,price_to_category_median_ratio,price_to_brand_avg_ratio,complexity_score,technology_level,feature_count,price_segment,value_score,brand_strength,premium_index,price_elasticity,estimated_units_sold,seasonal_relevance,is_new_release,rating_x_count,search_term,main_category,discounted_price,price_competitiveness_ratio,profit_margin_ratio,competitor_undercut_potential,is_budget_segment,is_mid_segment,is_premium_segment,customer_attraction_score,feature_to_price_ratio,tech_value_proposition,relative_to_lowest_quartile,value_adjusted_price,category_price_index,demand_indicator,brand_power_price_ratio,new_seller_competitive_price,sustainable_price,ideal_customer_attraction_price,market_penetration_potential,elasticity_adjusted_value
"VRJTEC Blue Color Mic with Inbuilt Bluetooth Connectivity and Multifunctional Use for Audio & Video Recording, Portable & Handheld, Long Hours Play for Karaoke Fun, Singing, Parties",1999.0,60.0,VRJTEC,2.7,18.0,karaoke microphone,Audio,1499.0,1222.904761904762,21,399.5,mid-range,input_device,1.0,2.0,0.5330220146764509,0.6533624080059187,0.5,1.0,8.0,mid-range,1.0130913642052566,7.804003746319645,0.5330220146764509,0.3333333333333333,540.0,0.2,0.0,48.6,karaoke microphone,Audio,799.0,0.26646656661664164,2.0,0.44999999999999996,1,0,0,1.026943099163092,0.010012515644555695,3.7528160200250316,0.7997997997997998,-10.46000000000001,0.26646656661664164,1.8247809762202754,2.9286990279523724,639.2,439.45000000000005,849.15,0.6081588979721401,3.03927409261577
"Beats Studio Buds - Wireless Bluetooth Noise Cancelling Earbuds - Up to 8H Battery Life, Up to 24H w Charging Case, IPX4 Rating, Sweat Resistant, Apple & Android Compatible, Built-in Mic - Black",16900.0,5.3,Apple,3.9,7803.0,noise cancelling headphones,Audio,2999.5,29332.33333333333,3,7999.5,mid-range,input_device,1.0,2.0,5.333888981496917,0.5454390490584906,0.5,1.0,8.0,premium,0.146234764672792,34.95282786105537,5.333888981496917,1.0,234090.0,0.2,0.0,30431.7,noise cancelling headphones,Audio,15999.0,5.3356678339169585,2.0,0.44999999999999996,0,0,1,-1.8628299497693965,0.0005000312519532471,0.18741796362272642,16.015015015015017,13659.390000000001,5.3356678339169585,57.06300393774611,0.6550787820574694,12799.2,8799.45,8799.45,0.0077963031343305155,0.146234764672792
Hybite Remote Control Compatible for Sony Home Theatre System and Sound Bar (RM-ANU156),999.0,73.1,Sony,3.6,60.0,home theater system,Audio,2199.0,5821.222222222223,9,134.5,mid-range,input_device,1.0,2.0,0.1223283310595725,0.0462102269473764,0.5,1.0,8.0,budget,5.885799256505576,14.739640423999562,0.1223283310595725,0.2735978112175102,1800.0,0.2,0.0,216.0,home theater system,Audio,269.0,0.08971152242788061,2.0,0.44999999999999996,1,0,0,6.1187470883541035,0.02973977695167286,11.146840148698885,0.26926926926926925,-1314.28,0.08971152242788061,24.08921933085502,16.430041565562338,215.20000000000002,147.95000000000002,849.15,4.300934391640711,21.512596282527888
BNF® 61 Keys Electronic Keyboard Musical Digital Piano With Microphone Beginner,6371.0,45.9,BNF®,0.0,0.0,digital piano,Audio,3859.0,4218.555555555556,9,1724.5,mid-range,input_device,1.0,2.0,0.8937548587717025,0.8175784233676614,0.5,1.0,8.0,mid-range,0.0,0.0,0.8937548587717025,0.4357298474945534,0.0,0.2,0.0,0.0,digital piano,Audio,3449.0,1.150241787560447,2.0,0.45,0,1,0,-0.5751208937802235,0.002319512902290519,0.8693824296897651,3.4524524524524525,3449.0,1.150241787560447,0.0,0.0,2759.2000000000003,1896.95,1896.95,0.0,0.0
BLACKPOOL® Portable Outdoor Speaker with Microphone Karaoke Record Player Portable Wireless Audio Bluetooth Speaker,1999.0,65.3,BLACKPOOL®,2.6,12.0,karaoke microphone,Audio,1499.0,693.0,1,346.5,mid-range,input_device,1.0,2.0,0.4623082054703135,1.0,0.5,1.0,8.0,budget,1.124790764790765,6.460757289448801,0.4623082054703135,0.3062787136294028,360.0,0.2,0.0,31.200000000000003,karaoke microphone,Audio,693.0,0.23111555777888945,2.0,0.44999999999999996,1,0,0,1.1310013287701879,0.011544011544011544,4.3268398268398265,0.6936936936936937,-86.48000000000008,0.23111555777888945,1.3506493506493507,2.79546619515328,554.4,381.15000000000003,849.15,0.7348557973070231,3.672441847041847
"Imaginea USB Type C to 1/4"" Audio Cable| 1.5 Meter Type-C to Dual 6.35mm TS Splitter for iPhone, MacBook, Audio Mixer, Amplifier, Speaker",999.0,30.0,Imaginea,3.0,2.0,digital audio workstation,Audio,5640.0,699.0,1,349.5,mid-range,input_device,1.0,2.0,0.1239361702127659,1.0,0.5,1.0,8.0,budget,4.8412017167381975,2.079441541679836,0.1239361702127659,0.6666666666666666,60.0,0.2,0.0,6.0,digital audio workstation,Audio,699.0,0.23311655827913957,2.0,0.44999999999999996,1,0,0,4.7638354609604345,0.011444921316165951,4.289699570815451,0.6996996996996997,-2685.0,0.23311655827913957,0.2575107296137339,0.8920179488879811,559.2,384.45000000000005,849.15,1.4538143293508101,7.261802575107296
"Xtreme Acoustics C-01 (Black) Professional Studio Condenser Microphone with Flight Case, Shock Mount and 2m XLR Cable (FREE ONLINE LEARNING COURSE INCL.)",329900.0,99.0,Xtreme,4.0,62.0,condenser microphone,Audio,2899.0,1899.0,2,1649.5,mid-range,input_device,1.0,2.0,1.137978613314936,1.737230121116377,0.5,1.0,8.0,mid-range,0.7030009093664747,16.508537540180367,1.137978613314936,0.202020202020202,1860.0,0.2,0.0,248.0,condenser microphone,Audio,3299.0,1.1002167750541938,2.0,0.45,0,1,0,0.4640351897026611,0.002424977265838133,0.9089117914519551,3.3023023023023024,979.7999999999998,1.1002167750541938,2.2552288572294636,1.500480442989719,2639.2000000000003,1814.45,1814.45,0.69597090027281,3.4798545013640507
"MX Vocal Dynamic Professional Audio Microphone D-36Ai Moving Cardioid Pattern 600Ω Impedance 80-12,000 Hz Frequency Response Ideal for Solo Vocals, Karaoke, DJ Speeches Without Cable",3200.0,43.8,Generic,3.0,3.0,karaoke microphone,Audio,1499.0,2802.1,10,899.5,mid-range,input_device,1.0,2.0,1.200133422281521,0.6420184861353985,0.5,1.0,8.0,mid-range,0.4999444135630906,3.295836866004329,1.200133422281521,0.4566210045662101,90.0,0.2,0.0,9.0,karaoke microphone,Audio,1799.0,0.5999666499916625,2.0,0.44999999999999996,0,1,0,0.2620789759231097,0.0044469149527515284,1.6667593107281824,1.8008008008008007,899.6,0.5999666499916625,0.15008337965536409,0.5493366783053908,1439.2,989.45,989.45,0.21888191356309064,1.0948782657031684
Mr. Dj MVDJ-4000 USB DJ Controller Built-In Sound Card,45449.0,26.3,Mr.,1.0,4.0,dj controller,Audio,8419.78,25072.0,2,16753.0,mid-range,input_device,1.0,2.0,3.9794388927026594,1.3363911933631143,0.5,1.0,8.0,premium,0.0502583417895302,1.3862943611198906,3.9794388927026594,0.7604562737642585,120.0,0.2,0.0,4.0,dj controller,Audio,33506.0,11.174253793563448,2.0,0.4499999999999999,0,0,1,-5.5107405394176565,0.0002387632065898645,0.0894914343699636,33.53953953953954,31822.044,11.174253793563448,0.0035814480988479677,0.012406147083561128,26804.800000000003,18428.300000000003,18428.300000000003,0.01320678950015092,0.06608971945323222
"BONAOK Wireless Bluetooth Karaoke Microphone,3-in-1 Portable Handheld Karaoke Mic Speaker Machine Home Party Birthday for All Smartphones PC(Q37 Black)",324300.0,99.0,BONAOK,4.4,41058.0,karaoke microphone,Audio,1499.0,3350.0,2,1621.5,mid-range,input_device,1.0,2.0,2.163442294863242,0.9680597014925372,0.5,1.0,8.0,premium,0.406759173604687,46.740060312794434,2.163442294863242,0.202020202020202,1231740.0,0.2,0.0,180655.2,karaoke microphone,Audio,3243.0,1.0815407703851927,2.0,0.44999999999999996,0,1,0,0.746916431240393,0.002466851680542707,0.9246068455134134,3.2462462462462462,1923.8800000000003,1.0815407703851927,1671.185938945421,4.321617972491955,2594.4,1783.65,1783.65,0.4026915818686401,2.013457909343201
"Dabeatz 4 channel mini audio mixer, audio interface for recording studio, ultra low noise mixer for PC/Recording, Ideal for small club, Streaming, Singing, Gaming, Micro Mixer for Sub-Mixing, DB-MM4",1999.0,49.0,Noise,3.5,12.0,audio interface,Audio,7218.5,2198.5,4,510.0,mid-range,input_device,1.0,2.0,0.1413035949296945,0.4639526950193313,0.5,1.0,8.0,budget,4.953872549019607,8.697173274258,0.1413035949296945,0.4081632653061224,360.0,0.2,0.0,42.0,audio interface,Audio,1020.0,0.3401700850425213,2.0,0.45,0,1,0,4.947706429591053,0.00784313725490196,2.939705882352941,1.021021021021021,-4032.9499999999994,0.3401700850425213,1.2352941176470589,2.556713143417903,816.0,561.0,849.15,2.4261336795848902,12.13698774509804
Samson Meteor Mic USB Studio Microphone (Chrome),8090.0,56.7,Samson,4.4,3914.0,digital audio workstation,Audio,5640.0,4500.0,2,1750.0,mid-range,input_device,1.0,2.0,0.6205673758865248,0.7777777777777778,0.5,1.0,8.0,mid-range,1.4180571428571431,36.3981866510065,0.6205673758865248,0.3527336860670194,117420.0,0.2,0.0,17221.600000000002,digital audio workstation,Audio,3500.0,1.167250291812573,2.0,0.44999999999999996,0,1,0,1.5204424247319828,0.002285714285714286,0.8567142857142858,3.5035035035035036,-1463.200000000001,1.167250291812573,147.6137142857143,3.118284647801228,2800.0,1925.0000000000002,1925.0000000000002,0.8045589969980578,4.020192000000001
"Mitify Remote Compatible With Sony Audio/Music System Sa-D10, Sa-D100, Sa-D40 Sony Home Theater System Remote Rm-Anu156 - Black",999.0,70.1,Sony,4.2,81.0,home theater system,Audio,2199.0,5821.222222222223,9,149.5,mid-range,input_device,1.0,2.0,0.1359708958617553,0.0513637838560058,0.5,1.0,8.0,budget,6.177792642140469,18.456686449624247,0.1359708958617553,0.2853067047075606,2430.0,0.2,0.0,340.2,home theater system,Audio,299.0,0.09971652492913123,2.0,0.44999999999999996,1,0,0,6.475794548868665,0.026755852842809364,10.028428093645486,0.2992992992992993,-1548.1600000000003,0.09971652492913123,34.13377926421405,18.509155290701774,239.20000000000002,164.45000000000002,849.15,4.32878363313146,21.653163210702346
"boAt New Launch Nirvana Crystl, Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx, Dual Pair,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Blazing Red)",10990.0,79.7,Boat,4.3,104.0,wireless earbuds,Audio,1299.0,1606.5,8,1114.5,mid-range,input_device,1.0,2.0,1.7159353348729791,1.3874883286647992,0.5,1.0,8.0,premium,0.5011843876177658,19.9708808663079,1.7159353348729791,0.2509410288582183,3120.0,0.2,0.0,447.2,wireless earbuds,Audio,2229.0,0.7433716858429215,2.0,0.44999999999999996,0,1,0,0.5058973103167606,0.003589053387169134,1.345222072678331,2.2312312312312312,1111.86,0.7433716858429215,6.018842530282638,2.686526975218674,1783.2,1225.95,1225.95,0.39953379617099605,1.9972197846567972
"VRJTEC Bluetooth 2 in 1 Karaoke Microphone with Audio Recording, Long Hours Battery Life + USB Charging + Card Slot + Aux Port, Wireless & Multifunctional(White - Color)",2999.0,66.7,VRJTEC,3.2,121.0,karaoke microphone,Audio,1499.0,1222.904761904762,21,499.5,mid-range,input_device,1.0,2.0,0.6664442961974649,0.8169074412990148,0.5,1.0,8.0,mid-range,0.9603203203203204,15.346529745909573,0.6664442961974649,0.2998500749625187,3630.0,0.2,0.0,387.2000000000001,karaoke microphone,Audio,999.0,0.33316658329164583,2.0,0.44999999999999996,1,0,0,1.0829788949490657,0.008008008008008008,3.0015015015015014,1.0,39.63999999999988,0.33316658329164583,11.627627627627628,4.606263207518503,799.2,549.45,849.15,0.6404270225543984,3.202668268268269
"Apogee Symphony Desktop - Pro Audio Interface with Touch-Screen Display, Headphone Amp with Phantom Power for Recording, Live-Stream & Podcast, works with Mac, PC, iPhone, and iPad",119444.0,9.6,Apogee,4.0,28.0,audio interface,Audio,7218.5,58747.5,4,54000.0,mid-range,input_device,1.0,2.0,14.96155711020295,1.8383761011106856,0.5,1.0,8.0,premium,0.0534703703703703,13.328818040700815,14.96155711020295,1.0,840.0,0.2,0.0,112.0,audio interface,Audio,108000.0,24.675167583792042,2.0,0.44999999999999996,0,0,1,-11.963684033004455,0.00010940933052698513,0.041007984698145615,74.06255255255299,68130.98650000017,24.675167583792042,0.03111111111111111,0.037005982310223506,59190.79200000036,41979.18450000018,41979.18450000018,0.005123027682583616,0.0534703703703703
"XIKKART Audio Guitar Interface AMP I-Rig Converter Replacement Guitar for Phone Guitar Audio Interface Phone Tuner Lightweight Audio Adapter for iPhone, iPad and Android Smartphones and Tablet (iRig)",1499.0,74.0,XIKKART,3.6,33.0,audio interface,Audio,7218.5,379.0,2,194.5,mid-range,input_device,1.0,2.0,0.0538893121839717,1.0263852242744065,0.5,1.0,8.0,budget,13.360719794344472,12.587427221279327,0.0538893121839717,0.2702702702702703,990.0,0.2,0.0,118.8,audio interface,Audio,389.0,0.1297315324328831,2.0,0.44999999999999996,1,0,0,13.533094042734497,0.02056555269922879,7.708226221079692,0.3893893893893894,-4808.32,0.1297315324328831,9.161953727506427,9.702673656299758,311.20000000000005,213.95000000000002,849.15,9.89352833337049,49.434663239074546
Roland DJ 202 DJ Controller,22632.0,9.4,Roland,4.0,23.0,dj controller,Audio,8419.78,77247.5,2,10247.5,mid-range,input_device,1.0,2.0,2.434149110784367,0.2653160296449723,0.5,1.0,8.0,mid-range,0.3286569407172481,12.5419768637166,2.434149110784367,1.0,690.0,0.2,0.0,92.0,dj controller,Audio,20495.0,6.835084208771052,2.0,0.4499999999999999,0,0,1,-2.8525017691877927,0.0003903391070992925,0.14630397657965358,20.515515515515517,13759.176,6.835084208771052,0.1346669919492559,0.18349410893317505,16396.0,11272.250000000002,11272.250000000002,0.031033045347859632,0.3286569407172481
ALLIMITY RMT-AH412U Replacement Remote fit for Sony Home Theatre System HT-S20R HT-S500RF HT-S700RF SS-S20R SA-WS20R SS-SS20R SA-WS500RF SS-SS500RF SS-S500RF SS-SS700RF SS-S700RF SA-WS700RF,599.0,37.6,Sony,4.2,78.0,home theater system,Audio,2199.0,5821.222222222223,9,187.0,mid-range,input_device,1.0,2.0,0.1700773078672123,0.0642476761275791,0.5,1.0,8.0,mid-range,4.938930481283423,18.298177072096287,0.1700773078672123,0.5319148936170213,2340.0,0.2,0.0,327.6,home theater system,Audio,374.0,0.1247290311822578,2.0,0.44999999999999996,1,0,0,5.221438648532291,0.0213903743315508,8.017379679144385,0.3743743743743744,-1473.16,0.1247290311822578,26.27807486631016,14.670343302321047,299.2,205.70000000000002,849.15,1.8551909153401842,9.285189304812835
"Saifsmart Adjustable Speaker Wall Mount Holder, Bookshelf Speaker Wall Mount Brackets, Surround Sound Speaker Mounts Capacity Upto 3.5 kg Black 1 Pair",1999.0,67.5,Saifsmart,3.9,106.0,bookshelf speakers,Audio,12574.5,649.0,1,324.5,mid-range,input_device,1.0,2.0,0.0516123901546781,1.0,0.5,1.0,8.0,budget,15.112650231124809,18.18741246703706,0.0516123901546781,0.2962962962962963,3180.0,0.2,0.0,413.4,bookshelf speakers,Audio,649.0,0.21644155411038854,2.0,0.44999999999999996,1,0,0,15.347214514390712,0.012326656394453005,4.620184899845917,0.6496496496496497,-6485.8948,0.21644155411038854,19.10939907550077,8.402920844747399,519.2,356.95000000000005,849.15,10.206141976997746,51.00519453004623
Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),1995.0,57.6,Boya,4.0,83364.0,condenser microphone,Audio,2899.0,1331.5,4,422.5,mid-range,input_device,1.0,2.0,0.2914798206278027,0.6346226060833646,0.5,1.0,8.0,budget,2.744615384615385,45.323887361923525,0.2914798206278027,0.3472222222222222,2500920.0,0.2,0.0,333456.0,condenser microphone,Audio,845.0,0.2818075704518926,2.0,0.44999999999999996,1,0,0,3.457948093530746,0.009467455621301775,3.548520710059172,0.8458458458458459,-1474.2000000000003,0.2818075704518926,11838.674556213018,16.08327529641748,676.0,464.75000000000006,849.15,1.5821091189512246,7.904492307692308
MOTU M2 USB-C Audio Interface with Ableton Live Lite,24000.0,10.4,MOTU,4.4,1269.0,audio interface,Audio,7218.5,39133.0,3,10749.5,mid-range,input_device,1.0,2.0,2.978319595483826,0.5493828737893849,0.5,1.0,8.0,premium,0.2954686264477418,31.442331657943303,2.978319595483826,1.0,38070.0,0.2,0.0,5583.6,audio interface,Audio,21499.0,7.169918292479573,2.0,0.44999999999999996,0,0,1,-2.6968849705673756,0.00037211033071305643,0.13947160333038747,21.52052052052052,15146.72,7.169918292479573,7.791432159635332,0.4385312408779152,17199.2,11824.45,11824.45,0.03079029311440843,0.2954686264477418
"IMAGINEA BM800 Condenser Microphone with V8 Sound Card | Audio Mixer & Voice Changer | Recording, Broadcast, Streaming, Singing, Karaoke, Gaming, Podcast Live Streaming",4999.0,40.0,IMAGINEA,0.0,0.0,karaoke microphone,Audio,1499.0,3099.0,2,1499.5,mid-range,input_device,1.0,2.0,2.000667111407605,0.967731526298806,0.5,1.0,8.0,mid-range,0.0,0.0,2.000667111407605,0.5,0.0,0.2,0.0,0.0,karaoke microphone,Audio,2999.0,1.0001667500416875,2.0,0.45,0,1,0,-0.5000833750208438,0.00266755585195065,0.999833277759253,3.002002002002002,2999.0,1.0001667500416875,0.0,0.0,2399.2000000000003,1649.45,1649.45,0.0,0.0
GoBagee® Plastic Pam8403 Dc 5V Class D Mini Digital Audio Amplifier Board Module Green Pack of (1),250.0,70.8,GoBagee®,3.3,32.0,amplifier,Audio,1890.0,73.0,1,36.5,mid-range,input_device,1.0,2.0,0.0386243386243386,1.0,0.5,1.0,8.0,budget,17.087671232876712,11.436928479239096,0.0386243386243386,0.2824858757062147,960.0,0.2,0.0,105.6,amplifier,Audio,73.0,0.05266629981657495,2.0,0.4499999999999999,1,0,0,17.291054608323456,0.05080325246158549,19.041694063258014,0.15807797797797798,-1174.3999999999999,0.05266629981657495,43.397260273972606,37.25297913227793,126.33592,104.2415,849.15,12.066422851976549,59.026851422696204
Softube Console 1 MKII,48395.0,49.6,Softube,3.9,55.0,digital audio workstation,Audio,5640.0,48395.0,1,24197.5,mid-range,input_device,1.0,2.0,8.580673758865249,1.0,0.5,1.0,8.0,premium,0.090901952681062,15.628599422406635,8.580673758865249,0.5,1650.0,0.2,0.0,214.5,digital audio workstation,Audio,48395.0,16.139736534934134,2.0,0.4499999999999999,0,0,1,-7.684408174343902,0.00016530633329889453,0.0619588800495919,48.44344344344344,43995.8,16.139736534934134,0.13296828184729828,0.0968330516956014,38716.0,26617.250000000004,26617.250000000004,0.0,0.181803905362124
Vault Ai-SoloX 2-Channel Audio Interface with Bitwig 8-Track Bundle,9999.0,55.9,Vault,3.8,320.0,audio interface,Audio,7218.5,5354.0,2,2204.5,mid-range,input_device,1.0,2.0,0.6107917157304149,0.8234964512514008,0.5,1.0,8.0,mid-range,1.2442866863234294,21.919619784016334,0.6107917157304149,0.3577817531305903,9600.0,0.2,0.0,1216.0,audio interface,Audio,4409.0,1.4704018676004669,2.0,0.44999999999999996,0,1,0,0.9222131395826518,0.0018144704014515763,0.680086187344069,4.413413413413413,-1077.0600000000004,1.4704018676004669,8.273985030619189,1.4907230646943292,3527.2000000000003,2424.9500000000003,2424.9500000000003,0.6956258202368207,3.477781288273986
